Age,Frequency,TempC
11.039,6.70048592,-35.618
11.057,25.60711014,-35.7361
11.071,1.351669729,-36.2211
11.087,1.067681292,-36.208
11.101,17.7269712,-35.9327
11.12,71.55529404,-36.0682
11.135,52.07710133,-36.3914
11.149,77.59886974,-36.304
11.163,51.90393813,-35.9939
11.18,51.86627788,-35.3911
11.197,49.34078579,-35.4523
11.213,5.384162653,-35.3691
11.229,92.86041488,-35.4566
11.243,18.74296602,-35.3954
11.258,42.3187719,-35.4609
11.274,77.37219418,-35.8061
11.289,8.874372687,-36.3661
11.307,8.896301972,-36.422
11.324,17.94091167,-37.7459
11.339,72.55019781,-37.7728
11.354,73.22440686,-38.3945
11.371,71.77769873,-38.7716
11.389,84.78062602,-39.4242
11.408,3.889929625,-39.4547
11.427,91.80540118,-38.8125
11.446,59.75299403,-38.7563
11.462,13.10849126,-38.0428
11.479,64.31369665,-37.3495
11.496,98.55667401,-36.6361
11.512,41.56991834,-36.6187
11.527,21.96764665,-36.5226
11.542,16.91123051,-35.8847
11.558,62.01649236,-35.8969
11.576,91.85405902,-36.3355
11.594,79.24065049,-36.152
11.611,42.09392653,-36.6413
11.628,35.14016174,-37.8034
11.647,45.60880912,-39.8676
11.666,26.04074955,-41.5342
11.666,77.69592183,-42.4037
11.69,89.68451076,-44.3364
11.723,68.27021467,-45.4358
11.755,1.396114733,-46.8731
11.79,44.62932237,-46.4679
11.823,94.29592502,-47.1024
11.857,29.63427161,-48.3028
11.889,39.83036999,-47.6682
11.922,61.63692127,-47.6911
11.959,89.11740603,-47.737
11.993,46.53820511,-46.4908
12.029,11.64267295,-46.6132
12.063,1.240077784,-46.5673
12.104,77.63554769,-46.2844
12.14,92.65769378,-46.9954
12.174,84.86383026,-47.3471
12.213,91.73176701,-47.7217
12.246,46.35149896,-47.6223
12.28,60.14421005,-47.2018
12.322,89.219059,-47.5306
12.322,83.55276921,-47.3801
12.401,90.41930601,-47.6758
12.438,29.9874941,-48.3028
12.475,11.03675883,-48.1881
12.511,90.96139901,-48.1575
12.55,41.75721647,-48.3945
12.588,70.90099705,-48.9679
12.628,5.737200963,-49.4878
12.666,67.40959822,-49.7706
12.705,4.263959461,-50.13
12.745,4.928398186,-49.5489
12.779,92.65619837,-49.5107
12.817,21.58386558,-49.6483
12.854,86.33544332,-49.2049
12.887,57.30951565,-48.0428
12.92,58.70875967,-45.9021
12.948,45.11339954,-44.1208
12.973,51.17690645,-42.104
12.993,24.63721169,-41.3517
13.014,41.69184832,-41.156
13.035,50.28784415,-41.0703
13.055,59.3989855,-41.5535
13.079,85.58208894,-41.9083
13.102,70.57302704,-43.1376
13.122,63.25631618,-44.2569
13.145,42.20734825,-45.0092
13.173,68.41583462,-45.7645
13.205,9.671443143,-46.2156
13.236,38.91572554,-46.1774
13.262,0.476893734,-45.0841
13.291,15.20711023,-43.8165
13.316,44.61752093,-43.3639
13.344,23.38107717,-42.2569
13.366,88.08079517,-41.2049
13.393,54.91378849,-40.6055
13.416,35.72463258,-39.9817
13.436,87.73237647,-39.578
13.46,47.48646562,-39.0581
13.482,83.40690463,-39.6147
13.504,44.87862011,-39.3211
13.527,43.65888301,-39.0398
13.547,64.48116611,-38.5138
13.588,86.33052083,-38.4303
13.605,77.70276674,-38.6034
13.625,54.10588282,-39.2966
13.625,7.304680407,-39.6758
13.647,64.4990797,-40.0306
13.672,30.25543808,-40.526
13.697,92.27518182,-40.4771
13.72,82.43685963,-40.1162
13.742,70.65425853,-39.2294
13.762,63.36204911,-39.0031
13.802,54.80511521,-38.8939
13.821,0.652107098,-38.9144
13.841,17.04476505,-39.1437
13.862,69.53416217,-39.1795
13.862,40.15459494,-39.2355
13.882,10.77062712,-39.37
13.902,74.30448185,-39.37
13.924,62.18508057,-39.3761
13.947,76.56378818,-38.7829
13.969,99.17698737,-39.0153
13.988,8.42662371,-39.6697
14.01,71.11959235,-40.8012
14.031,69.52024706,-41.792
14.051,7.771275173,-42.9908
14.081,41.68324098,-42.6422
14.11,97.03979954,-41.6024
14.131,42.97339392,-40.3425
14.171,51.56871476,-39.4291
14.187,23.77952077,-38.3792
14.206,51.23513818,-38.3893
14.225,45.27135089,-38.1703
14.244,10.08925889,-37.7012
14.261,12.2723719,-37.2018
14.281,7.919771414,-36.4168
14.299,4.960017066,-35.8205
14.318,92.7348132,-34.9388
14.334,36.51902739,-34.3884
14.352,72.58203558,-34.256
14.369,50.47401396,-34.2813
14.384,10.02863481,-34.1031
14.401,32.16398733,-34.2303
14.419,59.76096569,-34.5055
14.436,57.16125544,-34.2713
14.454,55.88519655,-34.1997
14.47,84.34392194,-33.3281
14.485,44.0354966,-32.7917
14.5,27.96428153,-32.3765
14.516,45.31215664,-31.992
14.532,40.09804065,-32.1144
14.548,41.17824557,-31.7737
14.565,63.01940027,-32.2719
14.58,5.122579291,-32.9795
14.596,43.55990685,-33.1551
14.612,89.41127354,-33.7055
14.629,87.52943863,-34.6177
14.648,75.27568954,-36.1061
14.669,26.51804317,-38.267
14.669,4.679446433,-38.9847
14.688,96.66424722,-41.1621
14.711,85.78385577,-42.8073
14.749,30.39504782,-44.3043
14.788,2.032553887,-44.5872
14.824,5.651432983,-44.6713
14.86,6.275919505,-44.633
14.897,88.88486943,-45.0153
14.932,97.00093857,-45.5581
14.968,16.02646076,-45.2829
15.001,66.949494,-45.107
15.035,42.8905107,-45.2141
15.074,80.6523319,-44.6636
15.108,99.19427998,-44.3425
15.142,57.2315615,-43.6162
15.176,56.91955317,-42.8899
15.214,77.89417988,-43.448
15.25,71.77844443,-43.4327
15.292,60.04410164,-44.1361
15.292,57.57953068,-44.6789
15.333,97.24712498,-44.7706
15.375,86.22806924,-45.1171
15.42,85.48227958,-45.5046
15.5,46.77131787,-45.344
15.535,87.95241754,-45.3364
15.579,3.313921282,-44.9694
15.579,99.86434541,-44.7606
15.618,70.4142353,-46.0245
15.66,52.4836485,-47.4823
15.74,4.465887719,-47.1789
15.74,6.927385718,-46.7073
15.784,17.36346869,-46.626
15.825,57.48686965,-47.5434
15.903,44.73002769,-48.8609
15.946,91.87088026,-49.2661
15.946,65.66191757,-49.5413
15.99,35.00748219,-48.481
16.033,91.76333437,-47.0948
16.072,61.60987952,-45.6881
16.115,4.131740449,-45.2193
16.159,52.71277954,-45.5557
16.236,62.9600506,-45.6957
16.274,79.51269493,-46.1621
16.314,68.9872839,-45.7034
16.348,87.1966471,-45.841
16.389,20.65132933,-45.8104
16.389,88.07620119,-45.4639
16.465,5.505752073,-46.2997
16.465,26.78117474,-46.6055
16.51,46.44596665,-47.2171
16.553,57.49687128,-47.6352
16.629,8.111806438,-47.0642
16.662,29.80464871,-46.9037
16.702,66.2144809,-47.5382
16.74,86.51318182,-47.0872
16.773,50.58112857,-47.3318
16.813,94.79818115,-45.9404
16.845,5.143406498,-45.2982
16.885,32.43868859,-45.734
16.919,98.23359668,-45.1453
16.96,34.76622589,-47.0795
16.998,18.73138903,-47.4159
16.998,52.15962983,-47.5229
17.042,84.24070016,-48.3691
17.083,58.52152335,-47.6352
17.127,89.72137422,-48.2162
17.169,54.12668783,-47.7777
17.245,92.84328703,-45.8181
17.284,22.40973274,-45.0229
17.284,19.47599256,-44.6076
17.333,94.45399687,-44.7502
17.374,0.383474146,-44.6584
17.416,52.01175504,-43.8021
17.458,66.08245219,-44.7502
17.503,62.82649085,-44.6994
17.548,14.01943009,-44.73
17.593,41.59610109,-43.5168
17.638,39.93996589,-44.2303
17.684,77.89359418,-44.8113
17.73,13.9644046,-45.7697
17.776,83.07036732,-46.3202
17.821,48.24119102,-45.8817
17.869,56.48763309,-44.8725
17.92,64.90198868,-43.578
17.97,53.62130375,-43.3232
18.019,83.35467699,-43.8838
18.071,90.12839144,-44.4853
18.116,76.05426382,-44.689
18.165,34.91514815,-44.2914
18.216,14.26262312,-43.6291
18.266,31.68325284,-43.9755
18.317,43.42352856,-44.4749
18.36,3.168971881,-44.1385
18.408,73.11507758,-44.108
18.464,48.18148437,-43.5373
18.514,74.3984833,-44.8523
18.563,32.4012806,-45.1477
18.61,4.07389708,-45.9838
18.663,0.133091755,-44.4343
18.715,39.78284917,-43.9144
18.767,74.75707574,-43.3128
18.819,36.66155085,-43.9349
18.877,24.74769457,-43.6492
18.927,60.58650126,-43.2722
18.98,77.82913131,-43.2009
19.033,26.59676623,-43.8327
19.077,10.35823049,-43.8226
19.126,30.85563062,-43.8431
19.167,14.96098375,-42.9664
19.21,31.49388838,-42.6606
19.253,79.09023065,-42.9257
19.293,88.29832481,-43.7309
19.336,21.56138055,-44.6177
19.382,36.9646273,-45.0664
19.422,40.7317927,-45.0459
19.466,92.5169671,-45.4028
19.511,36.54095615,-45.4841
19.56,39.17180588,-45.3211
19.602,68.57535275,-45.0664
19.658,59.734859,-45.3517
19.708,13.31130884,-45.637
19.761,34.08674578,-46.045
19.812,12.12360661,-45.9122
19.858,85.5396881,-46.5749
19.904,31.80551563,-45.9939
19.954,58.41142356,-45.9226
20.007,81.26925501,-45.311
20.051,56.62647252,-45.7492
20.099,50.83191624,-46.3609
20.144,50.29304882,-46.4933
20.188,98.87545318,-47.0236
20.233,3.407565681,-47.533
20.281,46.65407936,-48.3079
20.331,88.49284583,-48.3691
20.376,42.08003908,-46.7991
20.425,10.10846157,-45.1275
20.478,32.26154488,-45.0664
20.526,97.31164001,-44.9541
20.572,39.37311684,-45.5147
20.621,93.80534567,-44.5055
20.671,18.56888976,-45.5862
20.721,91.90253222,-46.585
20.774,28.10783276,-47.4719
20.83,43.68653683,-47.2272
20.877,90.26849375,-47.6248
20.926,5.017267628,-48.0428
20.982,97.71358026,-48.4609
21.036,74.70618749,-48.3997
21.087,29.39389374,-48.7972
21.137,69.73423302,-48.9603
21.191,84.24160714,-49.2355
21.239,69.60276667,-49.6942
21.292,92.61749968,-50.6321
21.345,83.97733523,-50.4893
21.396,76.10985588,-49.8572
21.449,35.97420731,-49.0725
21.502,52.06157691,-49.5514
21.556,27.34262436,-49.9183
21.612,47.85533087,-50.4893
21.671,3.279948591,-49.256
21.727,24.03858375,-49.0315
21.793,1.388451687,-48.1346
21.856,23.05282123,-49.2254
21.916,65.93398302,-48.7869
21.9795,88.60275126,-49.1538
22.0355,37.64783372,-48.7055
