SiteName,Latitude,Longitude,ageYounger,AgeOlder,Age,Taxon Name,Value,PollenSum,Percentage,Units,Element,Context,Depth,ColUnit
Furnival Lake,48.21,-84.93,,,199.0,Tsuga,3.0,335.0,0.89552238806,NISP,pollen,,60.0,FURNIVAL
Furnival Lake,48.21,-84.93,,,595.0,Tsuga,5.0,335.0,1.49253731343,NISP,pollen,,80.0,FURNIVAL
Furnival Lake,48.21,-84.93,,,991.0,Tsuga,2.0,335.0,0.597014925373,NISP,pollen,,100.0,FURNIVAL
Furnival Lake,48.21,-84.93,,,1387.0,Tsuga,2.0,333.0,0.600600600601,NISP,pollen,,120.0,FURNIVAL
Furnival Lake,48.21,-84.93,,,2179.0,Tsuga,4.0,317.0,1.261829653,NISP,pollen,,160.0,FURNIVAL
Furnival Lake,48.21,-84.93,,,2575.0,Tsuga,4.0,325.0,1.23076923077,NISP,pollen,,180.0,FURNIVAL
Furnival Lake,48.21,-84.93,,,3366.0,Tsuga,1.0,328.0,0.30487804878,NISP,pollen,,220.0,FURNIVAL
Furnival Lake,48.21,-84.93,,,3762.0,Tsuga,1.0,318.0,0.314465408805,NISP,pollen,,240.0,FURNIVAL
Furnival Lake,48.21,-84.93,,,4158.0,Tsuga,3.0,315.0,0.952380952381,NISP,pollen,,260.0,FURNIVAL
Furnival Lake,48.21,-84.93,,,4554.0,Tsuga,1.0,317.0,0.315457413249,NISP,pollen,,280.0,FURNIVAL
Furnival Lake,48.21,-84.93,,,6013.0,Tsuga,1.0,314.0,0.31847133758,NISP,pollen,,360.0,FURNIVAL
Furnival Lake,48.21,-84.93,,,6453.0,Tsuga,3.0,319.0,0.940438871473,NISP,pollen,,420.0,FURNIVAL
Furnival Lake,48.21,-84.93,,,6600.0,Tsuga,1.0,317.0,0.315457413249,NISP,pollen,,440.0,FURNIVAL
Gardiner's Hole,44.916667,-110.733333,,,7792.0,Tsuga,1.0,429.0,0.2331002331,NISP,pollen,,240.0,GARDINER
Gass Lake,44.05,-87.733333,,,28.0,Tsuga,1.0,772.0,0.129533678756,NISP,pollen,,20.0,GASS
Gass Lake,44.05,-87.733333,,,66.0,Tsuga,3.0,1005.0,0.298507462687,NISP,pollen,,40.0,GASS
Gass Lake,44.05,-87.733333,,,96.0,Tsuga,2.0,652.0,0.306748466258,NISP,pollen,,56.0,GASS
Gass Lake,44.05,-87.733333,,,395.0,Tsuga,3.0,622.0,0.48231511254,NISP,pollen,,60.0,GASS
Gass Lake,44.05,-87.733333,,,1124.0,Tsuga,10.0,702.0,1.4245014245,NISP,pollen,,94.0,GASS
Gass Lake,44.05,-87.733333,,,1675.0,Tsuga,4.0,697.0,0.573888091822,NISP,pollen,,154.0,GASS
Gass Lake,44.05,-87.733333,,,2043.0,Tsuga,3.0,336.0,0.892857142857,NISP,pollen,,194.0,GASS
Gass Lake,44.05,-87.733333,,,2227.0,Tsuga,3.0,752.0,0.398936170213,NISP,pollen,,214.0,GASS
Gass Lake,44.05,-87.733333,,,2594.0,Tsuga,1.0,325.0,0.307692307692,NISP,pollen,,254.0,GASS
Gass Lake,44.05,-87.733333,,,2962.0,Tsuga,4.0,729.0,0.548696844993,NISP,pollen,,294.0,GASS
Gass Lake,44.05,-87.733333,,,3145.0,Tsuga,1.0,733.0,0.136425648022,NISP,pollen,,314.0,GASS
Gass Lake,44.05,-87.733333,,,3314.0,Tsuga,4.0,700.0,0.571428571429,NISP,pollen,,334.0,GASS
Gass Lake,44.05,-87.733333,,,3650.0,Tsuga,3.0,795.0,0.377358490566,NISP,pollen,,374.0,GASS
Gass Lake,44.05,-87.733333,,,4154.0,Tsuga,2.0,691.0,0.289435600579,NISP,pollen,,434.0,GASS
Gass Lake,44.05,-87.733333,,,4574.0,Tsuga,1.0,724.0,0.138121546961,NISP,pollen,,484.0,GASS
Gass Lake,44.05,-87.733333,,,4826.0,Tsuga,1.0,735.0,0.136054421769,NISP,pollen,,514.0,GASS
Gass Lake,44.05,-87.733333,,,4987.0,Tsuga,2.0,681.0,0.293685756241,NISP,pollen,,523.0,GASS
Gass Lake,44.05,-87.733333,,,5551.0,Tsuga,2.0,815.0,0.245398773006,NISP,pollen,,534.0,GASS
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,-18.0,Tsuga,3.0,379.0,0.791556728232,NISP,pollen,,1.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,30.0,Tsuga,18.0,310.0,5.8064516129,NISP,pollen,,5.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,90.0,Tsuga,15.0,272.0,5.51470588235,NISP,pollen,,10.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,150.0,Tsuga,17.0,258.0,6.58914728682,NISP,pollen,,15.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,880.0,Tsuga,13.0,232.0,5.60344827586,NISP,pollen,,25.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,1610.0,Tsuga,16.0,275.0,5.81818181818,NISP,pollen,,35.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,1975.0,Tsuga,11.0,274.0,4.01459854015,NISP,pollen,,40.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,2705.0,Tsuga,10.0,345.0,2.89855072464,NISP,pollen,,50.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,3435.0,Tsuga,6.0,293.0,2.04778156997,NISP,pollen,,60.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,3943.0,Tsuga,3.0,287.0,1.04529616725,NISP,pollen,,70.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,4229.0,Tsuga,5.0,285.0,1.75438596491,NISP,pollen,,80.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,4514.0,Tsuga,4.0,259.0,1.5444015444,NISP,pollen,,90.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,5080.0,Tsuga,16.0,288.0,5.55555555556,NISP,pollen,,110.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,5640.0,Tsuga,20.0,280.0,7.14285714286,NISP,pollen,,130.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,6200.0,Tsuga,20.0,282.0,7.09219858156,NISP,pollen,,150.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,6760.0,Tsuga,5.0,301.0,1.66112956811,NISP,pollen,,170.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,7320.0,Tsuga,3.0,298.0,1.0067114094,NISP,pollen,,190.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,8109.0,Tsuga,1.0,287.0,0.348432055749,NISP,pollen,,210.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,10403.0,Tsuga,1.0,299.0,0.334448160535,NISP,pollen,,256.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,10493.0,Tsuga,4.0,1498.0,0.267022696929,NISP,pollen,,290.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,10599.0,Tsuga,1.0,1402.0,0.0713266761769,NISP,pollen,,330.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,10652.0,Tsuga,2.0,945.0,0.21164021164,NISP,pollen,,350.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,10811.0,Tsuga,1.0,952.0,0.105042016807,NISP,pollen,,410.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,10917.0,Tsuga,1.0,1492.0,0.0670241286863,NISP,pollen,,450.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,11129.0,Tsuga,2.0,3339.0,0.0598981731057,NISP,pollen,,530.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,11288.0,Tsuga,1.0,590.0,0.169491525424,NISP,pollen,,590.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,11341.0,Tsuga,3.0,590.0,0.508474576271,NISP,pollen,,610.0,GB68-17
"Georgian Bay, Lake Huron (1)",44.74,-80.86,,,11447.0,Tsuga,1.0,1037.0,0.0964320154291,NISP,pollen,,650.0,GB68-17
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,500.0,Tsuga,11.0,429.0,2.5641025641,NISP,pollen,,1.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,760.0,Tsuga,15.0,439.0,3.41685649203,NISP,pollen,,10.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,1050.0,Tsuga,12.0,410.0,2.92682926829,NISP,pollen,,20.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,1340.0,Tsuga,16.0,515.0,3.1067961165,NISP,pollen,,30.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,1629.0,Tsuga,3.0,441.0,0.680272108844,NISP,pollen,,40.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,1918.0,Tsuga,12.0,454.0,2.64317180617,NISP,pollen,,50.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,2208.0,Tsuga,6.0,489.0,1.22699386503,NISP,pollen,,60.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,2497.0,Tsuga,4.0,467.0,0.856531049251,NISP,pollen,,70.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,2787.0,Tsuga,9.0,467.0,1.92719486081,NISP,pollen,,80.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,3076.0,Tsuga,9.0,480.0,1.875,NISP,pollen,,90.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,3366.0,Tsuga,4.0,521.0,0.767754318618,NISP,pollen,,100.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,3655.0,Tsuga,2.0,454.0,0.440528634361,NISP,pollen,,110.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,3967.0,Tsuga,2.0,460.0,0.434782608696,NISP,pollen,,120.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,4633.0,Tsuga,4.0,489.0,0.81799591002,NISP,pollen,,140.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,4927.0,Tsuga,10.0,463.0,2.15982721382,NISP,pollen,,150.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,5182.0,Tsuga,4.0,455.0,0.879120879121,NISP,pollen,,160.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,5436.0,Tsuga,6.0,470.0,1.27659574468,NISP,pollen,,170.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,5691.0,Tsuga,6.0,478.0,1.25523012552,NISP,pollen,,180.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,5946.0,Tsuga,4.0,410.0,0.975609756098,NISP,pollen,,190.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,6200.0,Tsuga,4.0,504.0,0.793650793651,NISP,pollen,,200.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,6709.0,Tsuga,3.0,436.0,0.688073394495,NISP,pollen,,220.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,6964.0,Tsuga,3.0,469.0,0.639658848614,NISP,pollen,,230.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,7218.0,Tsuga,1.0,426.0,0.234741784038,NISP,pollen,,240.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,7473.0,Tsuga,2.0,458.0,0.436681222707,NISP,pollen,,250.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,8300.0,Tsuga,1.0,472.0,0.21186440678,NISP,pollen,,280.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,10500.0,Tsuga,1.0,451.0,0.221729490022,NISP,pollen,,420.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,10530.0,Tsuga,1.0,472.0,0.21186440678,NISP,pollen,,440.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,10928.0,Tsuga,1.0,356.0,0.280898876404,NISP,pollen,,700.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,11234.0,Tsuga,1.0,466.0,0.214592274678,NISP,pollen,,900.0,GB71-104
"Georgian Bay, Lake Huron (2)",45.17,-81.32,,,11786.0,Tsuga,3.0,365.0,0.821917808219,NISP,pollen,,1260.0,GB71-104
George Lake,44.2329,-93.87066,,,18.0,Tsuga,1.0,537.0,0.186219739292,NISP,pollen,,10.0,GEORGE
George Lake,44.2329,-93.87066,,,51.0,Tsuga,1.0,576.0,0.173611111111,NISP,pollen,,20.0,GEORGE
George Lake,44.2329,-93.87066,,,84.0,Tsuga,1.0,529.0,0.189035916824,NISP,pollen,,30.0,GEORGE
George Lake,44.2329,-93.87066,,,200.0,Tsuga,1.0,521.0,0.191938579655,NISP,pollen,,40.0,GEORGE
George Lake,44.2329,-93.87066,,,400.0,Tsuga,1.0,516.0,0.193798449612,NISP,pollen,,50.0,GEORGE
George Lake,44.2329,-93.87066,,,1000.0,Tsuga,3.0,573.0,0.523560209424,NISP,pollen,,80.0,GEORGE
George Lake,44.2329,-93.87066,,,1500.0,Tsuga,2.0,638.0,0.313479623824,NISP,pollen,,105.0,GEORGE
Giles Lake,41.376111,-75.093333,,,-34.0,Tsuga,17.0,34461.035,0.0493310778391,NISP,pollen,,0.5,GILES
Giles Lake,41.376111,-75.093333,,,-21.0,Tsuga,13.0,34382.147,0.0378103205713,NISP,pollen,,3.5,GILES
Giles Lake,41.376111,-75.093333,,,-8.0,Tsuga,20.0,34346.17,0.0582306557034,NISP,pollen,,6.5,GILES
Giles Lake,41.376111,-75.093333,,,8.0,Tsuga,8.0,34326.146,0.0233058497158,NISP,pollen,,10.5,GILES
Giles Lake,41.376111,-75.093333,,,18.0,Tsuga,18.0,34406.136,0.0523162496364,NISP,pollen,,13.5,GILES
Giles Lake,41.376111,-75.093333,,,30.0,Tsuga,18.0,34463.183,0.0522296504069,NISP,pollen,,16.5,GILES
Giles Lake,41.376111,-75.093333,,,35.0,Tsuga,24.0,34480.194,0.0696051768154,NISP,pollen,,17.5,GILES
Giles Lake,41.376111,-75.093333,,,41.0,Tsuga,28.0,34386.195,0.0814280265671,NISP,pollen,,18.5,GILES
Giles Lake,41.376111,-75.093333,,,55.0,Tsuga,48.0,34398.247,0.139541994684,NISP,pollen,,20.5,GILES
Giles Lake,41.376111,-75.093333,,,71.0,Tsuga,51.0,34350.267,0.148470461671,NISP,pollen,,22.5,GILES
Giles Lake,41.376111,-75.093333,,,98.0,Tsuga,61.0,34345.272,0.17760814356,NISP,pollen,,25.5,GILES
Giles Lake,41.376111,-75.093333,,,123.0,Tsuga,43.0,34339.289,0.125220996859,NISP,pollen,,28.5,GILES
Giles Lake,41.376111,-75.093333,,,128.0,Tsuga,54.0,34339.305,0.157254201854,NISP,pollen,,31.5,GILES
Giles Lake,41.376111,-75.093333,,,134.0,Tsuga,53.0,34410.297,0.154023663324,NISP,pollen,,34.5,GILES
Giles Lake,41.376111,-75.093333,,,139.0,Tsuga,58.0,34370.301,0.168750340592,NISP,pollen,,37.0,GILES
Giles Lake,41.376111,-75.093333,,,150.0,Tsuga,64.0,34370.308,0.186207234454,NISP,pollen,,43.0,GILES
Giles Lake,41.376111,-75.093333,,,158.0,Tsuga,45.0,34367.317,0.130938356346,NISP,pollen,,47.0,GILES
Giles Lake,41.376111,-75.093333,,,169.0,Tsuga,57.0,34336.308,0.166005034671,NISP,pollen,,53.0,GILES
Giles Lake,41.376111,-75.093333,,,176.0,Tsuga,41.0,34298.327,0.11953935829,NISP,pollen,,57.0,GILES
Giles Lake,41.376111,-75.093333,,,390.0,Tsuga,61.0,34416.321,0.177241489583,NISP,pollen,,61.0,GILES
Upper Gillies Lake,46.066667,-60.391667,,,150.0,Tsuga,2.0,105.0,1.90476190476,NISP,pollen,,20.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,315.0,Tsuga,2.0,99.0,2.0202020202,NISP,pollen,,30.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,480.0,Tsuga,6.0,104.0,5.76923076923,NISP,pollen,,40.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,1473.0,Tsuga,3.0,99.0,3.0303030303,NISP,pollen,,100.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,1639.0,Tsuga,1.0,101.0,0.990099009901,NISP,pollen,,110.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,1804.0,Tsuga,1.0,100.0,1.0,NISP,pollen,,120.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,1969.0,Tsuga,3.0,104.0,2.88461538462,NISP,pollen,,130.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,2135.0,Tsuga,4.0,103.0,3.88349514563,NISP,pollen,,140.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,2300.0,Tsuga,3.0,101.0,2.9702970297,NISP,pollen,,150.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,2466.0,Tsuga,8.0,97.0,8.24742268041,NISP,pollen,,160.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,2631.0,Tsuga,6.0,101.0,5.94059405941,NISP,pollen,,170.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,3128.0,Tsuga,3.0,103.0,2.91262135922,NISP,pollen,,200.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,3293.0,Tsuga,3.0,104.0,2.88461538462,NISP,pollen,,210.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,3459.0,Tsuga,2.0,91.0,2.1978021978,NISP,pollen,,220.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,3624.0,Tsuga,1.0,105.0,0.952380952381,NISP,pollen,,230.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,3789.0,Tsuga,2.0,99.0,2.0202020202,NISP,pollen,,240.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,3955.0,Tsuga,2.0,102.0,1.96078431373,NISP,pollen,,250.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,4120.0,Tsuga,2.0,104.0,1.92307692308,NISP,pollen,,260.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,4286.0,Tsuga,2.0,104.0,1.92307692308,NISP,pollen,,270.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,4451.0,Tsuga,2.0,103.0,1.94174757282,NISP,pollen,,280.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,4617.0,Tsuga,6.0,102.0,5.88235294118,NISP,pollen,,290.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,4830.0,Tsuga,16.0,104.0,15.3846153846,NISP,pollen,,300.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,5090.0,Tsuga,15.0,102.0,14.7058823529,NISP,pollen,,310.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,5351.0,Tsuga,40.0,101.0,39.603960396,NISP,pollen,,320.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,5612.0,Tsuga,17.0,103.0,16.5048543689,NISP,pollen,,330.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,5872.0,Tsuga,13.0,103.0,12.6213592233,NISP,pollen,,340.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,6133.0,Tsuga,3.0,101.0,2.9702970297,NISP,pollen,,350.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,6393.0,Tsuga,2.0,87.0,2.29885057471,NISP,pollen,,360.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,7436.0,Tsuga,12.0,156.0,7.69230769231,NISP,pollen,,400.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,8478.0,Tsuga,1.0,97.0,1.03092783505,NISP,pollen,,440.0,GILLIES
Upper Gillies Lake,46.066667,-60.391667,,,10400.0,Tsuga,2.0,108.0,1.85185185185,NISP,pollen,,500.0,GILLIES
Goldsmith Lake,46.583333,-92.466667,,,-9.0,Tsuga,1.0,539.0,0.185528756957,NISP,pollen,,1.0,GOLDSMTH
Goldsmith Lake,46.583333,-92.466667,,,42.0,Tsuga,3.0,367.0,0.817438692098,NISP,pollen,,10.0,GOLDSMTH
Goldsmith Lake,46.583333,-92.466667,,,98.0,Tsuga,2.0,324.0,0.617283950617,NISP,pollen,,20.0,GOLDSMTH
Goldsmith Lake,46.583333,-92.466667,,,155.0,Tsuga,3.0,339.0,0.884955752212,NISP,pollen,,30.0,GOLDSMTH
Goldsmith Lake,46.583333,-92.466667,,,212.0,Tsuga,3.0,369.0,0.813008130081,NISP,pollen,,40.0,GOLDSMTH
Goldsmith Lake,46.583333,-92.466667,,,382.0,Tsuga,2.0,390.0,0.512820512821,NISP,pollen,,70.0,GOLDSMTH
Goldsmith Lake,46.583333,-92.466667,,,495.0,Tsuga,1.0,433.0,0.230946882217,NISP,pollen,,90.0,GOLDSMTH
Goldsmith Lake,46.583333,-92.466667,,,552.0,Tsuga,1.0,329.0,0.303951367781,NISP,pollen,,100.0,GOLDSMTH
Gould Pond,44.983333,-69.316667,,,-29.0,Tsuga,30.0,12364.5,0.242630110397,NISP,pollen,,740.5,GOULD
Gould Pond,44.983333,-69.316667,,,-12.0,Tsuga,22.0,11672.5,0.188477189976,NISP,pollen,,748.5,GOULD
Gould Pond,44.983333,-69.316667,,,5.0,Tsuga,21.0,11773.5,0.178366670913,NISP,pollen,,756.5,GOULD
Gould Pond,44.983333,-69.316667,,,22.0,Tsuga,19.0,11615.5,0.163574534028,NISP,pollen,,764.5,GOULD
Gould Pond,44.983333,-69.316667,,,31.0,Tsuga,11.0,11607.5,0.0947663148826,NISP,pollen,,768.5,GOULD
Gould Pond,44.983333,-69.316667,,,34.0,Tsuga,20.0,11635.5,0.171887757294,NISP,pollen,,770.0,GOULD
Gould Pond,44.983333,-69.316667,,,39.0,Tsuga,9.0,11722.5,0.0767754318618,NISP,pollen,,772.5,GOULD
Gould Pond,44.983333,-69.316667,,,55.0,Tsuga,16.0,11629.5,0.137581151382,NISP,pollen,,780.0,GOULD
Gould Pond,44.983333,-69.316667,,,98.0,Tsuga,20.0,11589.5,0.172569998706,NISP,pollen,,800.0,GOULD
Gould Pond,44.983333,-69.316667,,,140.0,Tsuga,70.0,11385.5,0.614817091915,NISP,pollen,,820.0,GOULD
Gould Pond,44.983333,-69.316667,,,890.0,Tsuga,116.0,11303.5,1.02623081346,NISP,pollen,,840.0,GOULD
Gould Pond,44.983333,-69.316667,,,1528.0,Tsuga,117.0,11335.5,1.03215561731,NISP,pollen,,857.0,GOULD
Gould Pond,44.983333,-69.316667,,,2147.0,Tsuga,133.0,11353.5,1.17144492888,NISP,pollen,,877.0,GOULD
Gould Pond,44.983333,-69.316667,,,2524.0,Tsuga,86.0,11326.5,0.759281331391,NISP,pollen,,897.0,GOULD
Gould Pond,44.983333,-69.316667,,,2901.0,Tsuga,77.0,11381.5,0.676536484646,NISP,pollen,,917.0,GOULD
Gould Pond,44.983333,-69.316667,,,3278.0,Tsuga,43.0,11307.5,0.380278576166,NISP,pollen,,937.0,GOULD
Gould Pond,44.983333,-69.316667,,,3750.0,Tsuga,52.0,11315.5,0.459546639565,NISP,pollen,,962.0,GOULD
Gould Pond,44.983333,-69.316667,,,4029.0,Tsuga,55.0,11352.5,0.48447478529,NISP,pollen,,977.0,GOULD
Gould Pond,44.983333,-69.316667,,,4364.0,Tsuga,62.0,11334.5,0.547002514447,NISP,pollen,,997.0,GOULD
Gould Pond,44.983333,-69.316667,,,4532.0,Tsuga,40.0,11438.5,0.349696201425,NISP,pollen,,1007.0,GOULD
Gould Pond,44.983333,-69.316667,,,4700.0,Tsuga,30.0,11307.5,0.265310634535,NISP,pollen,,1017.0,GOULD
Gould Pond,44.983333,-69.316667,,,4801.0,Tsuga,20.0,11343.5,0.176312425618,NISP,pollen,,1023.0,GOULD
Gould Pond,44.983333,-69.316667,,,4885.0,Tsuga,26.0,11348.5,0.229105168084,NISP,pollen,,1028.0,GOULD
Gould Pond,44.983333,-69.316667,,,5036.0,Tsuga,11.0,11369.5,0.0967500769603,NISP,pollen,,1037.0,GOULD
Gould Pond,44.983333,-69.316667,,,5154.0,Tsuga,12.0,11231.5,0.106842362997,NISP,pollen,,1044.0,GOULD
Gould Pond,44.983333,-69.316667,,,5254.0,Tsuga,14.0,11339.5,0.123462233785,NISP,pollen,,1050.0,GOULD
Gould Pond,44.983333,-69.316667,,,5338.0,Tsuga,16.0,11283.5,0.141799973413,NISP,pollen,,1055.0,GOULD
Gould Pond,44.983333,-69.316667,,,5422.0,Tsuga,23.0,11375.5,0.202188914773,NISP,pollen,,1060.0,GOULD
Gould Pond,44.983333,-69.316667,,,5580.0,Tsuga,20.0,11482.5,0.174178097104,NISP,pollen,,1070.0,GOULD
Gould Pond,44.983333,-69.316667,,,5601.0,Tsuga,27.0,11358.5,0.237707443765,NISP,pollen,,1072.0,GOULD
Gould Pond,44.983333,-69.316667,,,5621.0,Tsuga,21.0,11173.5,0.187944690562,NISP,pollen,,1074.0,GOULD
Gould Pond,44.983333,-69.316667,,,5652.0,Tsuga,60.0,11354.5,0.528424853582,NISP,pollen,,1077.0,GOULD
Gould Pond,44.983333,-69.316667,,,5682.0,Tsuga,97.0,11336.5,0.855643276143,NISP,pollen,,1080.0,GOULD
Gould Pond,44.983333,-69.316667,,,5733.0,Tsuga,104.0,11292.5,0.920965242418,NISP,pollen,,1085.0,GOULD
Gould Pond,44.983333,-69.316667,,,5784.0,Tsuga,93.0,11309.5,0.822317520668,NISP,pollen,,1090.0,GOULD
Gould Pond,44.983333,-69.316667,,,5886.0,Tsuga,91.0,11296.5,0.805559244014,NISP,pollen,,1100.0,GOULD
Gould Pond,44.983333,-69.316667,,,6089.0,Tsuga,81.0,11293.5,0.717226723336,NISP,pollen,,1120.0,GOULD
Gould Pond,44.983333,-69.316667,,,6293.0,Tsuga,122.0,11256.5,1.08381823835,NISP,pollen,,1140.0,GOULD
Gould Pond,44.983333,-69.316667,,,6547.0,Tsuga,83.0,11298.5,0.734610789043,NISP,pollen,,1165.0,GOULD
Gould Pond,44.983333,-69.316667,,,6700.0,Tsuga,108.0,11294.5,0.956217628049,NISP,pollen,,1180.0,GOULD
Gould Pond,44.983333,-69.316667,,,6903.0,Tsuga,58.0,11248.5,0.515624305463,NISP,pollen,,1200.0,GOULD
Gould Pond,44.983333,-69.316667,,,7132.0,Tsuga,102.0,11298.5,0.902774704607,NISP,pollen,,1220.0,GOULD
Gould Pond,44.983333,-69.316667,,,7387.0,Tsuga,24.0,11380.5,0.210887043627,NISP,pollen,,1240.0,GOULD
Gould Pond,44.983333,-69.316667,,,7705.0,Tsuga,18.0,11256.5,0.159907608937,NISP,pollen,,1265.0,GOULD
Gould Pond,44.983333,-69.316667,,,7896.0,Tsuga,18.0,11329.5,0.158877267311,NISP,pollen,,1280.0,GOULD
Gould Pond,44.983333,-69.316667,,,8151.0,Tsuga,23.0,11273.5,0.204018272941,NISP,pollen,,1300.0,GOULD
Gould Pond,44.983333,-69.316667,,,8388.0,Tsuga,8.0,11301.5,0.0707870636641,NISP,pollen,,1320.0,GOULD
